LATITUDE,LONGITUDE
,
40.787693,-73.98115
40.807095,-73.945984
40.709496,-74.0139
40.747917,-73.9736
40.726505,-73.9883
40.83406,-73.944885
40.766483,-73.98828
40.779434,-73.97555
40.74833,-73.99256
40.86369,-73.91707
40.758316,-73.99026
40.742283,-74.004425
40.77882,-73.953995
40.76156,-73.974686
40.820873,-73.94516
40.838474,-73.94375
40.797,-73.93778
40.71958,-73.991585
40.74223,-73.9933
40.84784,-73.93953
40.738686,-73.99588
40.802223,-73.954185
40.772923,-73.98952
40.76428,-73.97302
40.79356,-73.96702
40.85238,-73.9315
40.75881,-73.97006
40.763023,-73.97815
40.741547,-73.98958
40.740196,-73.992165
40.734516,-73.98338
40.76311,-73.962524
40.75898,-73.99595
40.809605,-73.94981
40.711533,-74.01047
40.737617,-74.0028
40.70501,-74.00715
40.735996,-74.00989
40.72636,-73.97873
40.743244,-73.98965
40.703587,-74.01312
40.76685,-73.95376
40.754707,-73.99164
40.757145,-73.99357
40.734947,-74.006096
40.749004,-73.99375
40.794735,-73.96988
40.73659,-73.99321
40.71317,-74.009315
40.75425,-73.96899
40.7441,-73.99565
40.801025,-73.93474
40.76468,-73.9643
40.778606,-73.98163
40.7736,-73.98158
40.71918,-73.99029
40.817543,-73.95694
40.74073,-73.981766
40.839172,-73.943474
40.752415,-73.97838
40.827152,-73.946205
40.728523,-74.004425
40.77176,-73.98304
40.766167,-73.954254
40.79084,-73.97457
40.824203,-73.94118
40.762287,-73.972374
40.740112,-73.98222
40.780437,-73.94989
40.764202,-73.9554
40.795437,-73.943954
40.718018,-73.99996
40.815228,-73.945595
40.752098,-73.98612
40.73398,-73.98669
40.841076,-73.93977
40.815403,-73.93992
40.74044,-73.9946
40.76552,-73.97211
40.76229,-73.974464
40.77039,-73.954124
40.719482,-73.991295
40.859974,-73.92221
40.764214,-73.97096
40.763195,-73.9745
40.850487,-73.93685
40.718674,-73.986275
40.74197,-73.980865
40.75319,-73.98023
40.711018,-74.0108
40.799313,-73.933014
40.720837,-73.997665
40.738167,-73.98364
40.72102,-74.003784
40.712196,-74.00857
40.73132,-73.98862
40.75478,-73.97994
40.73261,-74.00277
40.836555,-73.94306
40.737797,-73.99013
40.806915,-73.93557
40.77461,-73.94809
40.72422,-74.00865
40.79816,-73.94055
40.73174,-73.99147
40.859325,-73.93132
40.864197,-73.928604
40.85226,-73.93549
40.738976,-73.9966
40.780693,-73.9466
40.76292,-73.97599
40.804745,-73.938324
40.794502,-73.96351
40.753407,-73.99049
40.80128,-73.96561
40.746807,-73.98658
40.861744,-73.92486
40.802074,-73.93912
40.78085,-73.96093
40.780125,-73.95304
40.820694,-73.936874
40.759842,-73.984184
40.780754,-73.95258
40.775604,-73.94428
40.786545,-73.95256
40.754154,-73.9804
40.76403,-73.982475
40.761868,-73.97056
40.73453,-73.99227
40.789684,-73.94815
40.74668,-73.9745
40.852703,-73.93013
40.741474,-74.00247
40.74285,-73.97721
40.760365,-73.97377
40.775562,-73.95035
40.804886,-73.96248
40.760952,-73.99268
40.721966,-74.00824
40.812008,-73.951515
40.760925,-73.96705
40.74595,-73.99802
40.720726,-73.98231
40.725796,-73.986626
40.72521,-73.99586
40.74775,-73.98086
40.75645,-74.00151
40.79099,-73.96518
40.80297,-73.96387
40.799984,-73.944855
40.768803,-73.952324
40.70812,-73.999435
40.834534,-73.93897
40.716454,-73.98058
40.747185,-73.98752
40.76729,-73.98008
40.761036,-73.98512
40.754425,-73.995544
40.718666,-73.985306
40.77593,-73.94713
40.7491,-73.99201
40.867012,-73.92312
40.720425,-73.98634
40.761856,-73.96343
40.845623,-73.933
40.826263,-73.95213
40.83923,-73.94555
40.72032,-73.99404
40.72066,-73.98892
40.789455,-73.94764
40.787224,-73.95417
40.761093,-73.98327
40.69467,-73.93115
40.722446,-74.006165
40.714714,-73.992836
40.73136,-74.00121
40.845257,-73.93871
40.71983,-73.98755
40.75604,-73.99066
40.75783,-73.99125
40.79676,-73.9451
40.73579,-73.98537
40.722282,-73.98018
40.709503,-74.00167
40.73512,-73.98586
40.769268,-73.96937
40.79458,-73.97371
40.74955,-74.00654
40.787685,-73.97502
40.77588,-73.97731
40.707115,-74.00734
40.705147,-74.00999
40.744064,-73.98964
40.743225,-74.008644
40.762737,-73.9597
40.719067,-73.99336
40.78653,-73.97634
40.748974,-74.00324
40.808163,-73.94519
40.745777,-73.995674
40.762177,-73.96613
40.717327,-73.99946
40.745403,-73.98467
40.752663,-73.981476
40.71286,-73.99649
40.76136,-73.98777
40.744587,-73.98706
40.776512,-73.98841
40.8017,-73.93904
40.83427,-73.94537
40.71885,-73.98923
40.755108,-73.98878
40.754295,-73.98491
40.72543,-73.99678
40.757828,-73.99308
40.822884,-73.95574
40.771076,-73.947586
40.722633,-73.99506
40.86674,-73.92873
40.768307,-73.98663
40.713253,-74.00926
40.76552,-73.98004
40.74775,-73.989265
40.745686,-73.97213
40.764614,-73.95833
40.714005,-73.99749
40.71529,-73.99171
40.799786,-73.968216
40.810173,-73.937416
40.717922,-73.99511
40.748764,-73.97755
40.757637,-73.96342
40.762497,-73.99712
40.76369,-73.97357
40.811756,-73.947044
40.82451,-73.95186
40.741272,-73.97535
40.73002,-73.98355
40.703594,-74.00979
40.720432,-73.99987
40.711403,-73.982376
40.744225,-73.97459
40.749638,-73.99905
40.75217,-73.97778
40.71523,-74.01334
40.742783,-73.98235
40.7164,-73.98825
40.74164,-73.98112
40.73696,-73.98451
40.820004,-73.95888
40.864807,-73.91937
40.73075,-73.97415
40.71477,-73.99372
40.74368,-73.975365
40.81151,-73.94649
40.780956,-73.96121
40.75064,-73.981995
40.804066,-73.93267
40.721367,-74.000206
40.712646,-73.98998
40.742256,-73.97768
40.763485,-73.98895
40.792854,-73.96753
40.867107,-73.92083
40.745293,-73.9985
40.720936,-73.993805
40.831566,-73.942986
40.762486,-73.96298
40.81261,-73.95683
40.785027,-73.980675
40.75377,-73.989426
40.756893,-73.96708
40.742958,-73.9794
40.74579,-73.99072
40.723423,-73.99028
40.84491,-73.93324
40.78393,-73.94423
40.727425,-73.976425
40.713795,-74.0055
40.76022,-73.957634
40.770752,-73.95695
40.785637,-73.970184
40.744198,-73.97453
40.72084,-74.00066
40.80372,-73.953735
40.748646,-73.98505
40.857838,-73.932045
40.721447,-73.997406
40.757694,-74.000595
40.850506,-73.93287
40.730507,-74.00459
40.736614,-73.98687
40.756546,-73.99218
40.75831,-73.96294
40.752052,-74.000984
40.769962,-73.982124
40.77048,-73.983864
40.75462,-73.97374
40.75595,-73.99074
40.722145,-73.98174
40.850864,-73.94155
40.825947,-73.94528
40.7603,-73.99499
40.736946,-74.00732
40.810043,-73.94382
40.75525,-73.998665
40.79931,-73.943245
40.771133,-73.983475
40.805737,-73.94065
40.78603,-73.94271
40.744625,-73.98525
40.74043,-73.98945
40.71919,-74.00871
40.7326,-73.987686
40.748863,-73.97584
40.71147,-73.98137
40.781315,-73.94614
40.75533,-73.99119
40.762962,-73.97188
40.76626,-73.99435
40.74198,-73.99064
40.71789,-73.98948
40.776295,-73.98215
40.832764,-73.94583
40.82595,-73.951385
40.79988,-73.93861
40.75036,-73.97138
40.765358,-73.965904
40.759888,-73.96666
40.75991,-73.95882
40.75337,-73.974655
40.792698,-73.97508
40.87122,-73.91416
40.724274,-73.99082
40.77529,-73.953636
40.757866,-73.98342
40.76229,-73.986115
40.72132,-74.008354
40.761242,-73.97946
40.75871,-73.96386
40.746414,-73.98184
40.73883,-73.983154
40.736732,-73.984665
40.719524,-73.99956
40.772984,-73.946205
40.729794,-73.974785
40.7134,-74.00464
40.711746,-73.98677
40.730133,-73.98949
40.78519,-73.94934
40.748825,-73.96984
40.777,-73.96164
40.763657,-73.97347
40.83918,-73.94115
40.844048,-73.94115
40.756824,-73.97118
40.765934,-73.976875
40.71576,-74.00498
40.767967,-73.96822
40.746002,-73.99427
40.84077,-73.93625
40.778812,-73.95609
40.726765,-73.99165
40.75332,-73.98892
40.768433,-73.98696
40.7963,-73.93829
40.749496,-73.98119
40.785244,-73.953514
40.71908,-73.98994
40.75249,-73.97321
40.848736,-73.93234
40.825756,-73.95094
40.76816,-73.982475
40.754936,-73.98404
40.79119,-73.94381
40.803425,-73.93309
40.81666,-73.938995
40.76177,-73.979065
40.73032,-74.00469
40.788883,-73.97786
40.77161,-73.99046
40.76906,-73.961105
40.736443,-73.9776
40.76614,-73.97166
40.85604,-73.92883
40.836628,-73.94325
40.764896,-73.97256
40.735435,-73.97956
40.742332,-73.995476
40.787857,-73.96745
40.725796,-73.99762
40.74026,-73.990524
40.81136,-73.94423
40.825226,-73.94966
40.726604,-73.99226
40.792183,-73.968025
40.74309,-73.97402
40.822163,-73.94242
40.73136,-73.98257
40.848038,-73.93285
40.713562,-73.99625
40.814358,-73.93648
40.842438,-73.93926
40.800983,-73.93731
40.84984,-73.934975
40.83665,-73.943
40.718685,-73.99051
40.814144,-73.95571
40.72368,-74.00365
40.786564,-73.94468
40.759514,-73.99926
40.715954,-73.986725
40.80075,-73.95866
40.76889,-73.9821
40.823647,-73.943855
40.778225,-73.95863
40.785294,-73.969345
40.854763,-73.93556
40.763363,-73.9737
40.79573,-73.93267
40.77759,-73.9591
40.747612,-73.98852
40.761127,-73.986946
40.748356,-74.00369
40.848118,-73.93089
40.714745,-73.98261
40.80736,-73.944496
40.746655,-73.99197
40.75447,-73.98018
40.764305,-73.9831
40.70495,-74.01156
40.750492,-73.97172
40.845684,-73.93315
40.74965,-74.00648
40.803024,-73.93632
40.752907,-73.98354
40.754097,-73.97834
40.7027,-74.01262
40.720196,-74.01088
40.768646,-73.96983
40.740917,-73.9881
40.761402,-73.96626
40.74163,-73.975075
40.761395,-73.96819
40.746616,-73.99382
40.756138,-73.9912
40.75258,-73.97879
40.810974,-73.95098
40.764263,-73.983
40.72235,-73.99327
40.724136,-73.992615
40.76145,-73.99581
40.822,-73.939964
40.787045,-73.97759
40.78211,-73.955795
40.72388,-73.996956
40.811714,-73.94508
40.804375,-73.93742
40.77139,-73.95044
40.744457,-73.99653
40.736668,-73.997345
40.749847,-73.995735
40.747562,-73.99029
40.7402,-73.98215
40.711678,-74.008354
40.762894,-73.98369
40.774677,-73.98612
40.710197,-73.99645
40.757614,-73.9867
40.717396,-74.00516
40.80656,-73.95443
40.77691,-73.95748
40.73212,-73.98806
40.72709,-73.991554
40.8101,-73.94509
40.764683,-73.99179
40.763763,-73.9857
40.784798,-73.97026
40.80777,-73.94549
40.7528,-73.979294
40.849403,-73.93894
40.78917,-73.95275
40.80174,-73.96477
40.723976,-74.00831
40.73706,-73.98866
40.73884,-73.98524
40.764507,-73.97762
40.837193,-73.9367
40.732727,-73.97451
40.718067,-74.000885
40.76713,-73.99373
40.735313,-73.994125
40.707336,-74.004265
40.727154,-74.005554
40.71766,-73.99223
40.784355,-73.98117
40.82134,-73.95721
40.833435,-73.94534
40.722954,-73.99775
40.813385,-73.94511
40.764107,-73.96682
40.848392,-73.937675
40.718456,-73.99482
40.72089,-73.99576
40.774956,-73.96102
40.780033,-73.982925
40.714897,-73.9919
40.776897,-73.97547
40.71041,-74.009476
40.847355,-73.93518
40.753242,-73.96662
40.711407,-74.00558
40.783245,-73.94473
40.806717,-73.93704
40.752293,-73.97965
40.757732,-73.99686
40.757,-73.97938
40.84322,-73.939186
40.773136,-73.966545
40.854828,-73.93132
40.742645,-73.98247
40.72899,-74.00935
40.85894,-73.922935
40.74304,-73.9885
40.722416,-74.00115
40.801624,-73.94472
40.82403,-73.94476
40.719395,-73.987785
40.75048,-73.9738
40.7462,-74.002686
40.748436,-73.984566
40.760452,-73.994896
40.764168,-73.98474
40.84215,-73.94228
40.72192,-73.99191
40.751404,-73.971924
40.80871,-73.944824
40.77548,-73.98021
40.72348,-73.99841
40.759624,-73.970085
40.768448,-73.98701
40.757416,-73.98576
40.744835,-73.98883
40.76309,-73.959435
40.80322,-73.95253
40.748116,-73.9859
40.815845,-73.95287
40.808052,-73.957954
40.7145,-73.9988
40.81316,-73.950356
40.747627,-73.976746
40.74031,-73.99471
40.763645,-73.97769
40.76046,-73.98954
40.819157,-73.94498
40.757404,-73.9862
40.731964,-73.98816
40.87229,-73.91269
40.719696,-73.98944
40.70889,-74.00756
40.744015,-74.00851
40.748287,-73.99008
40.848625,-73.93241
40.74675,-73.98369
40.76838,-73.99281
40.74701,-73.977196
40.717655,-73.99654
40.817028,-73.9438
40.747974,-73.98489
40.71816,-73.99794
40.718975,-73.984695
40.820827,-73.950836
40.75505,-73.99248
40.760925,-73.99454
40.731995,-73.99022
40.752316,-73.985954
40.745426,-74.00825
40.764736,-73.98804
40.74253,-73.98465
40.762127,-73.99739
40.744724,-74.008385
40.86416,-73.92361
40.727074,-74.00462
40.871754,-73.913345
40.818764,-73.9598
40.716385,-74.00967
40.782158,-73.95787
40.73129,-73.9904
40.702587,-74.01405
40.785805,-73.97268
40.719048,-73.99648
40.85068,-73.93754
40.711857,-74.00639
40.866333,-73.92501
40.78949,-73.94619
40.759983,-73.964806
40.734837,-73.99076
40.845432,-73.93658
40.71966,-73.98859
40.751163,-73.99106
40.756203,-73.97165
40.762394,-73.97861
40.74608,-73.974945
40.844597,-73.94247
40.719936,-74.001434
40.713135,-74.00407
40.750774,-73.97655
40.726406,-73.98998
40.725933,-74.003876
40.74147,-73.985435
40.83876,-73.93967
40.78565,-73.97017
40.78519,-73.95143
40.764996,-73.976715
40.737885,-73.98091
40.773655,-73.97783
40.747772,-73.985054
40.72488,-73.97827
40.84019,-73.94307
40.77954,-73.95978
40.71771,-73.99669
40.74834,-73.98465
40.82077,-73.95459
40.75087,-73.97646
40.722755,-74.006584
40.802372,-73.96431
40.73458,-73.998856
40.741756,-73.98417
40.76172,-73.98281
40.758915,-73.9997
40.774654,-73.9541
40.763542,-73.9852
40.83342,-73.94145
40.8468,-73.931854
40.808292,-73.94883
40.81555,-73.95293
40.76624,-73.960236
40.72877,-74.007095
40.743015,-73.98716
40.738716,-73.98497
40.769848,-73.98432
40.75825,-73.98907
40.7227,-73.98787
40.72999,-74.0005
40.724266,-73.98484
40.712856,-73.977806
40.734627,-73.979095
40.707966,-74.013596
40.79264,-73.94096
40.86381,-73.91735
40.707603,-74.00573
40.719833,-74.004074
40.73392,-73.9928
40.719193,-73.99985
40.73993,-73.98578
40.795963,-73.97084
40.753387,-73.9866
40.77631,-73.96423
40.781013,-73.97247
40.759205,-73.98464
40.807083,-73.95377
40.779495,-73.9535
40.715866,-73.99837
40.73329,-73.98719
40.740852,-73.985886
40.72106,-73.99821
40.73381,-73.98072
40.786366,-73.97598
40.849297,-73.93897
40.76858,-73.987274
40.79465,-73.971794
40.743423,-73.999855
40.801514,-73.934395
40.74135,-73.981316
40.79024,-73.97315
40.800457,-73.95585
40.731285,-74.0103
40.797943,-73.94003
40.757626,-73.97507
40.8236,-73.9497
40.802288,-73.95034
40.788948,-73.94057
40.727413,-73.98257
40.7606,-73.96434
40.76015,-73.9988
40.813374,-73.956276
40.785072,-73.96951
40.84691,-73.93824
40.72004,-73.97913
40.72443,-73.99347
40.851353,-73.93385
40.71974,-74.00159
40.71595,-73.97891
40.750763,-73.97446
40.814297,-73.95308
40.796852,-73.93788
40.777676,-73.963234
40.76093,-73.96914
40.742706,-73.984535
40.761173,-73.95789
40.74715,-73.985504
40.71863,-73.988495
40.719,-74.00518
40.748344,-73.99025
40.727123,-73.98874
40.78326,-73.950745
40.72559,-74.00205
40.761787,-73.95745
40.75247,-73.99017
40.813427,-73.94723
40.757347,-73.972466
40.718792,-73.98902
40.754604,-73.979546
40.743782,-73.97352
40.750957,-73.98273
40.766712,-73.98289
40.74889,-74.00703
40.740097,-73.99557
40.791927,-73.944405
40.73403,-73.995056
40.780064,-73.94705
40.718376,-73.99587
40.865067,-73.9281
40.722427,-73.90282
40.810093,-73.95309
40.760857,-73.961075
40.863716,-73.9261
40.71997,-73.992905
40.71575,-73.99637
40.76031,-73.9717
40.80532,-73.95101
40.86341,-73.93001
40.785366,-73.97301
40.73611,-73.980705
40.74979,-73.97807
40.77234,-73.95269
40.73373,-73.98825
40.780506,-73.97653
40.745724,-73.97813
40.739674,-73.99095
40.712357,-74.0009
40.758427,-73.99264
40.73935,-73.98279
40.86446,-73.91895
40.804676,-73.93223
40.771103,-73.96383
40.804523,-73.95158
40.805637,-73.9344
40.76392,-73.97837
40.755215,-73.99668
40.769142,-73.98655
40.768787,-73.98991
40.8076,-73.93719
40.757233,-73.9898
40.733776,-73.98831
40.750294,-73.99485
40.72247,-73.987144
40.760254,-73.97353
40.717186,-74.0129
40.745995,-73.98424
40.810764,-73.9526
40.755333,-73.98531
40.70832,-74.01346
40.75082,-73.97058
40.74581,-74.00554
40.776875,-73.94938
40.802856,-73.95841
40.7171,-73.9986
40.72486,-73.98441
40.752064,-73.97351
40.807934,-73.95576
40.80098,-73.93178
40.80728,-73.94435
40.717724,-73.98579
40.747684,-73.97879
40.794052,-73.970375
40.717842,-73.998146
40.70991,-73.99633
40.84231,-73.937035
40.71786,-73.99399
40.782314,-73.94851
40.765114,-73.974945
40.72593,-73.99466
40.755177,-73.98494
40.773098,-73.96448
40.76314,-73.98427
40.785065,-73.97489
40.777542,-73.957016
40.85473,-73.93545
40.71369,-74.01376
40.721527,-73.99358
40.75012,-73.968895
40.817196,-73.93637
40.807087,-73.94178
40.850773,-73.93543
40.716278,-74.00454
40.758976,-73.99394
40.80192,-73.93417
40.75187,-73.98871
40.773006,-73.96033
40.762287,-73.97027
40.78351,-73.97311
40.723175,-73.9894
40.710438,-73.994965
40.760254,-73.967545
40.760525,-73.97998
40.81044,-73.9518
40.820435,-73.93624
40.753246,-73.98625
40.707207,-74.00596
40.74689,-73.98989
40.752617,-73.99451
40.71775,-73.99405
40.76074,-73.96658
40.71137,-74.00862
40.76484,-73.970505
40.76155,-73.96659
40.838585,-73.94209
40.790516,-73.95178
40.804382,-73.93954
40.73914,-73.98294
40.75712,-73.98355
40.754093,-73.99209
40.867363,-73.92211
40.776867,-73.955414
40.762817,-73.99127
40.739143,-73.98712
40.83907,-73.94353
40.751442,-73.97606
40.785732,-73.97446
40.758373,-73.971
40.745796,-73.982285
40.781387,-73.95213
40.739494,-73.97663
40.804516,-73.93236
40.772373,-73.96079
40.74429,-73.9864
40.7194,-73.98299
40.753613,-73.992424
40.73975,-74.00253
40.73817,-73.97761
40.75535,-73.96773
40.793594,-73.97258
40.75386,-73.98482
40.733604,-74.00287
40.72878,-73.98446
40.73558,-73.99263
40.805508,-73.96201
40.784515,-73.94983
40.815617,-73.94349
40.82902,-73.94485
40.777317,-73.96441
40.75178,-73.988495
40.717155,-74.00066
40.718555,-73.988205
40.759624,-73.99548
40.722984,-73.99585
40.73705,-73.99285
40.740788,-73.98382
40.728855,-74.00527
40.77941,-73.979485
40.72441,-73.99763
40.76422,-73.98099
40.810993,-73.95429
40.800507,-73.938156
40.771782,-73.99089
40.787163,-73.97169
40.749706,-73.99157
40.818172,-73.95649
40.745384,-73.99471
40.718548,-74.00044
40.739506,-73.98476
40.752724,-73.996796
40.748985,-73.979965
40.851795,-73.93011
40.76541,-73.96798
40.75834,-73.996414
40.756527,-73.994026
40.728603,-74.005325
40.78744,-73.94478
40.759617,-73.961975
40.84932,-73.93374
40.732914,-73.98136
40.7141,-73.997444
40.74033,-73.98626
40.70983,-74.01468
40.755352,-73.98374
40.722267,-73.99614
40.726776,-73.985275
40.846153,-73.932335
40.748302,-73.97835
40.721935,-73.98533
40.760536,-73.95836
40.795532,-73.975845
40.735294,-73.98281
40.821636,-73.93909
40.71861,-73.98998
40.733234,-73.996826
40.744007,-73.99943
40.79726,-73.94053
40.750317,-73.99112
40.815132,-73.94895
40.715885,-73.978676
40.72038,-74.00604
40.720074,-73.98393
40.71329,-73.998184
40.758694,-73.963875
40.80143,-73.9621
40.761486,-73.96062
40.814102,-73.940865
40.74746,-73.986206
40.706314,-74.007904
40.761234,-73.96389
40.783146,-73.97833
40.763588,-73.97142
40.758644,-73.981346
40.7429,-73.99281
40.760418,-73.97584
40.786484,-73.97218
40.749825,-73.972206
40.744934,-73.975784
40.720432,-74.00675
40.714478,-74.01354
40.849052,-73.93308
40.717678,-74.00578
40.753387,-73.99631
40.828976,-73.9486
40.86217,-73.92309
40.79395,-73.97417
40.737873,-73.98485
40.779495,-73.95559
40.77936,-73.97737
40.71843,-74.000534
40.80286,-73.95653
40.773033,-73.98221
40.765545,-73.95471
40.761757,-73.98651
40.744778,-73.97589
40.802658,-73.935425
40.743427,-73.99613
40.793156,-73.97476
40.77246,-73.96494
40.757698,-73.9694
40.826427,-73.950455
40.789577,-73.96767
40.774227,-73.98112
40.750694,-73.970276
40.85264,-73.9313
40.767185,-73.98997
40.71906,-73.995605
40.757107,-73.997314
40.78068,-73.97856
40.766876,-73.97908
40.723278,-73.98253
40.736965,-74.009796
40.80208,-73.937
40.75529,-73.99493
40.729897,-73.99073
40.767494,-73.95933
40.799286,-73.945366
40.74104,-74.005615
40.75123,-73.983345
40.75045,-73.9873
40.735855,-73.99325
40.86265,-73.928474
40.786297,-73.97975
40.78766,-73.97707
40.751102,-73.973145
40.800663,-73.94436
40.78263,-73.9512
40.751194,-73.98522
40.772705,-73.949486
40.765865,-73.95742
40.714928,-74.00795
40.75514,-73.992676
40.70677,-74.01586
40.764732,-73.96637
40.734974,-73.97987
40.750942,-74.00598
40.725616,-74.00526
40.751446,-74.001434
40.753,-73.969894
40.72911,-73.99751
40.71509,-74.01596
40.80409,-73.938866
40.808598,-73.94346
40.762543,-73.98963
40.80979,-73.94043
40.736004,-73.99362
40.71394,-74.01233
40.72369,-74.00543
40.820896,-73.93731
40.77845,-73.98336
40.75458,-73.99915
40.747852,-73.99291
40.847427,-73.931404
40.75348,-73.980896
40.74959,-74.00279
40.823257,-73.94293
40.762966,-73.973976
40.78202,-73.97173
40.770424,-73.964325
40.779144,-73.94478
40.753994,-73.99775
40.7447,-73.98883
40.74769,-74.00417
40.756767,-73.98272
40.770393,-73.94808
40.76547,-73.97005
40.720375,-74.003265
40.743824,-73.979515
40.815685,-73.9583
40.77827,-73.96071
40.81637,-73.9403
40.717922,-73.9931
40.76192,-73.9938
40.751698,-73.97669
40.796,-73.93542
40.70476,-74.01033
40.723232,-73.97866
40.761887,-73.96843
40.84821,-73.93324
40.743088,-73.98355
40.813038,-73.94166
40.712723,-74.009674
40.703712,-73.9635
40.7517,-73.986404
40.717075,-74.006256
40.79525,-73.97321
40.764362,-73.96162
40.71975,-73.992165
40.716927,-74.000824
40.74357,-73.992325
40.758377,-73.994385
40.749977,-73.97846
40.80034,-73.965805
40.813057,-73.9374
40.74925,-73.97764
40.790615,-73.97987
40.71393,-73.99185
40.728832,-73.98642
40.770073,-73.95141
40.718647,-73.98849
40.760822,-73.99832
40.777943,-73.98203
40.759388,-73.99193
40.769737,-73.96271
40.714165,-74.00632
40.76944,-73.951866
40.73603,-73.99781
40.82947,-73.93705
40.750988,-73.99063
40.856422,-73.931175
40.721172,-73.99658
40.743774,-73.981285
40.7263,-74.00906
40.741615,-73.993744
40.813774,-73.95969
40.76155,-73.99408
40.75764,-73.990746
40.74406,-74.00682
40.787003,-73.97552
40.70953,-74.00842
40.7813,-73.957756
40.75748,-73.98832
40.75663,-73.982834
40.849834,-73.93612
40.77934,-73.98191
40.789307,-73.943405
40.81321,-73.94523
40.795403,-73.94188
40.762226,-73.96819
40.72163,-73.99353
40.720314,-73.98825
40.801815,-73.93929
40.79913,-73.96667
40.756836,-73.998604
40.71024,-74.00418
40.79815,-73.93648
40.738045,-73.996346
40.73416,-73.98863
40.71777,-73.9838
40.750786,-74.00564
40.828907,-73.93671
40.74229,-73.974594
40.71913,-73.976364
40.76399,-73.958786
40.74047,-73.99829
40.74388,-73.98157
40.764053,-73.96476
40.79722,-73.96993
40.80114,-73.93769
40.73952,-73.986855
40.710556,-73.99415
40.739243,-73.99919
40.82068,-73.93684
40.85282,-73.93119
40.85741,-73.929436
40.742317,-73.9798
40.77362,-73.94573
40.74032,-73.984634
40.75591,-73.99448
40.74967,-73.99531
40.72004,-74.00392
40.786674,-73.95033
40.762707,-73.98322
40.78257,-73.94522
40.82773,-73.94952
40.788994,-73.94656
40.715107,-74.00782
40.855286,-73.92856
40.807243,-73.94586
40.750862,-73.9844
40.748505,-73.99443
40.75578,-74.00199
40.75205,-73.99105
40.719933,-73.97876
40.767532,-73.953255
40.74833,-73.98433
40.74708,-73.98135
40.793377,-73.97086
40.806408,-73.94016
40.741528,-73.98753
40.738796,-73.97716
40.820095,-73.955086
40.749157,-73.9727
40.717342,-73.99118
40.729877,-73.98966
40.86811,-73.91976
40.759827,-73.99163
40.729942,-73.99737
40.862602,-73.92028
40.740078,-73.99485
40.73401,-74.00457
40.759163,-73.988396
40.715157,-74.00212
40.740948,-73.98583
40.70981,-73.99178
40.76411,-73.9885
40.808224,-73.93673
40.724693,-73.99419
40.738552,-73.99969
40.71972,-73.98281
40.798912,-73.92992
40.786816,-73.98102
40.7591,-73.99215
40.815254,-73.95533
40.80829,-73.94513
40.757668,-73.99483
40.767918,-73.985725
40.756035,-73.98695
40.86155,-73.92472
40.856613,-73.92969
40.7491,-73.984085
40.75554,-73.96427
40.72917,-73.992035
40.75939,-73.98508
40.772964,-73.95827
40.790367,-73.949776
40.719868,-73.99527
40.751522,-73.99396
40.718586,-73.99952
40.8694,-73.91531
40.74071,-74.00903
40.768803,-73.95837
40.74544,-73.9754
40.72224,-73.9863
40.79859,-73.933525
40.769005,-73.992355
40.70468,-74.01414
40.826668,-73.94655
40.733524,-73.989876
40.764988,-73.96116
40.717926,-73.98568
40.741642,-73.997444
40.770145,-73.98041
40.71834,-73.98547
40.75979,-73.98793
40.792496,-73.94686
40.8651,-73.92189
40.78301,-73.97194
40.76285,-73.967735
40.755272,-73.985176
40.848682,-73.939224
40.717278,-73.99544
40.726196,-73.98635
40.762802,-73.965675
40.71787,-73.9929
40.846924,-73.932175
40.763546,-73.969345
40.73541,-73.97515
40.75193,-73.993645
40.74487,-73.99352
40.746037,-73.990524
40.803226,-73.9446
40.767242,-73.986206
40.756565,-73.99028
40.805923,-73.95426
40.71378,-73.99796
40.76058,-73.991066
40.865795,-73.920006
40.821262,-73.94608
40.712425,-73.98686
40.82653,-73.94667
40.795525,-73.94388
40.706657,-74.015915
40.719055,-74.01245
40.76524,-73.95788
40.730793,-73.97412
40.799713,-73.94423
40.715816,-73.993164
40.752327,-73.97333
40.750156,-73.97699
40.748245,-73.976295
40.82185,-73.94579
40.7959,-73.938576
40.716976,-73.98229
40.72952,-74.00514
40.744442,-73.979065
40.773598,-73.9578
40.748432,-73.982475
40.71493,-73.983345
40.74118,-73.985634
40.74649,-74.001335
40.73724,-73.98853
40.76911,-73.963165
40.862392,-73.91802
40.80375,-73.95382
40.84231,-73.93515
40.75007,-73.97919
40.752045,-73.989876
40.75961,-73.98173
40.713078,-73.98507
40.72145,-73.98579
40.74777,-73.99083
40.729652,-74.00221
40.725082,-73.99534
40.81186,-73.9355
40.723305,-74.00299
40.810116,-73.943794
40.728195,-73.984886
40.745346,-73.97549
40.72766,-74.00316
40.71952,-73.997856
40.75326,-74.00383
40.766403,-73.99424
40.74088,-73.990074
40.747143,-74.000854
40.777874,-73.95175
40.742226,-73.99702
40.783436,-73.97071
40.76786,-73.96408
40.731018,-73.985916
40.779434,-73.94752
40.72493,-73.99036
40.723423,-73.99962
40.80013,-73.94117
40.74633,-73.98609
40.734375,-73.99391
40.815975,-73.94322
40.78843,-73.94907
40.75927,-73.980896
